study_hours_per_day,prep_days_before_exam,attendance_percentage,internal_marks,internal_marks_weight,subject_difficulty,study_material_source,past_performance,self_study_or_coaching,motivation_level,doubt_resolution_time,exam_anxiety_level,final_exam_marks
0.8317503392130258,0.37777777777777777,0.7423450336071695,0.9407049392903455,0.34831460674157305,1.0,2,0.2307142857142857,0,3.0,0.5652522017614091,1.0,70.1
0.34871099050203525,0.7111111111111111,0.8366318147871545,0.5489803135683131,0.49438202247191015,3.0,2,0.5454285714285716,1,3.0,0.3530824659727782,4.0,60.1
0.12075983717774762,0.26666666666666666,0.4858103061986556,0.5745608864788401,0.6404494382022472,4.0,1,0.4382857142857142,0,5.0,0.2377902321857486,4.0,48.9
0.49118046132971505,0.044444444444444446,0.9874906646751307,0.6689850288812921,0.12359550561797754,5.0,0,0.4268571428571429,0,3.0,0.433146517213771,1.0,48.1
0.2537313432835821,0.022222222222222223,0.6441374159820761,0.657078863609572,0.2471910112359551,2.0,1,0.5497142857142858,0,3.0,0.46837469975980783,3.0,31.0
0.6757123473541384,0.5555555555555556,0.8566094100074682,0.6356241895555819,0.4452797405305224,5.0,2,0.6275714285714287,0,4.0,0.4523618895116093,4.0,53.3
0.11261872455902305,0.35555555555555557,0.6723300970873787,0.6766474124720028,0.3370786516853933,3.0,1,0.4704285714285715,2,3.0,0.18975180144115292,3.0,49.2
0.21438263229308005,0.26666666666666666,1.0,0.4452434280325357,0.32584269662921356,4.0,3,0.6161428571428571,2,3.0,0.7702161729383507,4.0,43.6
0.26051560379918587,0.48888888888888893,0.8007841672890217,0.5335376635624189,0.43820224719101125,3.0,3,0.7172857142857141,0,2.0,0.4947958366693354,4.0,58.7
0.4043419267299864,0.4,0.4592979835698283,0.4351055051279029,0.8426966292134831,2.0,2,0.7394285714285713,0,5.0,0.39631705364291436,3.0,55.7
0.5183175033921302,0.37777777777777777,0.6469380134428679,0.45538135093716847,0.48314606741573046,3.0,1,0.19442857142857145,2,5.0,0.3875100080064051,1.0,52.8
0.3310719131614654,0.33333333333333337,0.9221433905899925,0.7427796770010611,0.651685393258427,3.0153166421207658,2,0.5385714285714287,2,4.0,0.0,3.0,69.6
0.7327001356852103,0.48888888888888893,0.6349887976101569,0.5110220440881764,0.7191011235955056,1.0,1,0.7652857142857141,0,3.2459499263622975,0.6845476381104885,3.0,65.8
0.44233378561736764,0.5111111111111112,0.8205750560119491,0.7830956029706472,0.42696629213483145,4.0,1,0.5287142857142857,2,3.0,0.6877502001601281,1.0,60.9
0.16282225237449116,0.35555555555555557,0.5321135175504108,0.5804550277024637,0.44943820224719105,2.0,2,0.6598571428571427,0,5.0,0.1088871096877502,3.0,55.1
0.3758480325644505,0.4,0.7160733121347673,0.7973594247318166,0.696629213483146,3.0,3,0.6687142857142856,2,4.0,0.3242594075260208,3.0,67.2
0.4274084124830393,0.35555555555555557,0.8216952949962659,0.8783449251444067,0.6067415730337079,3.0,2,0.8171428571428572,2,2.0,0.43474779823859083,4.0,63.3
0.7042062415196744,0.7555555555555555,0.575242718446602,0.7434869739478958,0.6629213483146067,5.0,0,0.6499999999999999,0,3.0,0.10088070456365092,2.0,71.1
0.7096336499321574,0.24444444444444446,0.469006721433906,0.7203819403512909,0.9550561797752808,2.0,2,0.45028571428571434,2,3.0,0.4083266613290632,3.0,72.9
0.47737633961668424,0.4,0.7264749813293501,0.8311917953554169,0.7640449438202248,2.0,1,1.0,2,3.0,0.04643714971977582,5.0,83.0
0.9118046132971506,0.2888888888888889,0.8228155339805827,0.6899681716373924,0.7078651685393258,3.0,0,0.7254285714285713,2,3.0,0.24899919935948758,4.0,68.0
0.6173677069199457,0.4222222222222222,0.7363704256908139,0.43734527879288,0.3820224719101124,3.0,2,0.6495714285714285,2,4.0,0.12810248198558846,4.0,58.2
0.5169606512890095,0.13333333333333333,0.3525018670649738,0.7855711422845691,0.29213483146067415,3.0,2,0.6777142857142857,0,3.0,0.0,3.0,51.1
0.22116689280868382,0.2888888888888889,0.5457430918595967,0.7078863609572086,0.5393258426966292,3.0,1,0.20828571428571424,2,3.0,0.0,5.0,46.6
0.44233378561736764,0.2,0.7813666915608664,0.6722857479665213,0.7640449438202248,4.0,1,0.6838571428571429,0,3.0,0.5468374699759808,2.0,71.5
0.19267299864314788,0.6,0.04126213592233008,0.8505245785689024,0.26966292134831465,4.0,1,0.5430000000000001,2,4.0,0.633306645316253,3.0,39.1
0.5549525101763907,0.4444444444444445,0.8086258401792383,0.8944948720971355,0.5280898876404494,3.0153166421207658,2,0.4707142857142857,2,2.0,0.3146517213771017,1.0,72.2
0.8738127544097694,0.4666666666666667,0.606235997012696,0.7358245903571851,0.0,4.0,1,0.4629999999999999,2,4.0,0.38190552441953557,3.0,47.7
0.5644504748982361,0.5333333333333333,0.8422330097087378,0.7287516208888365,0.5280898876404494,1.0,2,0.4725714285714286,0,4.0,0.5356285028022418,1.0,74.7
0.5318860244233378,0.4378955981017837,0.5961538461538463,0.6909112342331722,0.25842696629213485,2.0,2,0.47728571428571426,0,5.0,0.35548438751000805,2.0,57.2
0.4966078697421981,0.13333333333333333,0.7526138909634055,0.5078392078274195,0.10112359550561799,4.0,1,0.5005714285714287,0,4.0,0.3242594075260208,4.0,38.8
0.2727272727272727,0.7111111111111111,0.6394697535474234,0.4732995402569846,0.29213483146067415,3.0,1,0.6281428571428571,2,4.0,0.6901521216973578,4.0,50.1
0.2537313432835821,0.0,0.6547796863330846,0.8189319816102794,0.35955056179775285,4.0,3,0.4551428571428571,0,3.0,0.5380304243394716,3.0,42.0
0.841248303934871,0.33333333333333337,0.8263629574309186,0.7466698102086526,0.35955056179775285,2.0,3,0.4828571428571428,0,3.0,0.310648518815052,5.0,61.8
0.47737633961668424,0.4666666666666667,0.7916355489171023,0.5040669574443004,0.08988764044943819,1.0,1,0.45828571428571424,2,4.0,0.6196957566052842,2.0,52.4
0.40298507462686567,0.13333333333333333,0.8026512322628829,0.5157373570670754,0.07865168539325844,1.0,1,0.4848571428571428,1,3.0,0.5468374699759808,2.0,43.0
0.6567164179104477,0.22222222222222224,0.8952576549663929,0.4125898856536603,0.44943820224719105,3.0,0,0.34628571428571436,2,3.0,0.3018414731785428,2.0,50.6
0.4966078697421981,0.48888888888888893,0.5082150858849888,0.671224802546269,0.7078651685393258,3.0,2,0.5978571428571426,2,3.0,0.3450760608486789,3.0,54.6
0.6160108548168249,0.35555555555555557,0.44660194174757284,0.853589532005187,0.7865168539325843,3.0,1,0.44057142857142867,2,3.0,0.32265812650120096,2.0,75.0
0.40027137042062416,0.37777777777777777,0.6732636295743093,0.46893787575150303,0.29213483146067415,2.0,0,0.38500000000000006,2,2.0,0.49639711769415534,2.0,47.3
0.16282225237449116,0.6222222222222222,0.6932412247946227,0.7925262289284453,0.3707865168539326,4.0,2,0.5142857142857142,0,5.0,0.37389911929543634,2.0,52.3
0.6458616010854816,0.6222222222222222,0.7094846900672143,0.6028527643522339,0.3370786516853933,4.0,3,0.3368571428571428,0,2.0,0.06084867894315452,1.0,59.5
0.9837177747625508,0.4,0.4432412247946229,0.5210420841683366,0.39325842696629215,4.0,3,0.8717142857142857,2,4.0,0.36269015212169736,4.0,55.6
0.38263229308005425,0.6666666666666667,0.5311799850634802,0.5437934692915242,0.08988764044943819,3.0,3,0.438,2,3.0,0.0016012810248198558,4.0,45.8
0.46675712347354137,0.4666666666666667,0.8950709484690067,0.7655310621242485,0.6853932584269663,3.0,3,0.6101428571428571,2,3.0,0.4053690080193757,2.0,67.0
0.6160108548168249,0.48888888888888893,0.6674757281553398,0.9936343274784862,0.35955056179775285,2.0,0,0.5045714285714284,2,3.0,0.07686148919135308,3.0,69.2
0.417910447761194,0.3111111111111111,0.3730395817774459,0.7848638453377343,0.898876404494382,5.0,1,0.5879999999999999,2,2.0,0.020816653322658127,5.0,51.6
0.3039348710990502,0.35555555555555557,1.0,0.7088294235529883,0.16853932584269665,3.0,1,0.4689999999999999,2,5.0,0.25700560448358684,2.999558173784978,53.5
0.3948439620081411,0.11111111111111112,0.5644137415982076,0.6975126724036309,0.3820224719101124,2.0,1,0.43057142857142855,0,3.0,0.11609287429943954,3.0,49.8
0.6173677069199457,0.22222222222222224,0.6923076923076923,0.7159023930213368,0.32584269662921356,3.0,1,0.542172480538607,2,2.0,0.2946357085668535,4.0,52.8
0.5183175033921302,0.33333333333333337,0.6362957430918594,0.8449840858186961,0.044943820224719114,3.0153166421207658,1,0.47900000000000004,2,4.0,0.32265812650120096,4.0,47.9
0.3242876526458616,0.7555555555555555,0.7533607169529501,0.7001060945420253,0.8089887640449438,5.0,0,0.5834285714285714,0,3.0,0.49879903923138513,1.0,68.0
0.40705563093622793,0.888888888888889,0.47871545929798365,0.7681244842626429,0.21348314606741575,4.0,3,0.4887142857142856,2,4.0,0.5244195356285027,5.0,54.8
0.8018995929443691,0.6222222222222222,0.7160733121347673,0.4809619238476954,0.696629213483146,4.0,3,0.671285714285714,0,5.0,0.7197758206565252,3.0,71.0
0.2930800542740841,0.5111111111111112,0.6179985063480211,0.745019450666038,0.29213483146067415,3.0,2,0.605142857142857,1,3.0,0.09527622097678141,3.0,50.3
0.35278154681139756,0.6444444444444445,0.44361463778939525,0.9942237416008488,0.5955056179775281,2.0,3,0.6699999999999999,2,3.2459499263622975,0.24819855884707767,2.0,72.3
0.7924016282225237,0.35555555555555557,0.8879761015683345,0.6703996227749618,0.8651685393258427,2.0,2,0.9405714285714286,2,2.0,0.7133706965572458,2.0,85.6
0.47737633961668424,0.7555555555555555,0.7160733121347673,0.6919721796534246,0.6853932584269663,2.0,2,0.4935714285714285,0,4.0,0.5692554043234588,4.0,62.9
0.21166892808683854,0.22222222222222224,0.7860343539955192,0.8117411293174585,0.6067415730337079,4.0,2,0.5385714285714287,0,5.0,0.3274619695756605,5.0,57.0
0.3717774762550882,0.7333333333333334,0.729648991784914,0.6173523517623484,0.6404494382022472,1.0,2,0.6628571428571428,2,2.0,0.0,2.0,74.5
0.35278154681139756,0.6222222222222222,0.6708364451082898,0.6258399151243664,0.1460674157303371,4.0,2,1.0,2,4.0,0.3867093674939952,1.0,58.4
0.47625508819538664,0.7555555555555555,0.7727781926811053,0.6263114464222562,0.30337078651685395,3.0,3,0.44342857142857145,1,3.0,0.5940752602081665,4.0,50.4
0.9986431478968792,0.4666666666666667,0.5169902912621358,0.6440779853044043,0.1910112359550562,2.0,0,0.6785714285714286,2,3.0,0.2962369895916733,3.0,62.4
0.35413839891451826,0.4666666666666667,0.6439507094846901,0.6440779853044043,0.6629213483146067,3.0,1,0.9391428571428571,0,5.0,0.0,3.0,54.1
0.5902306648575304,0.17777777777777778,0.8786407766990292,0.37899328067900506,0.7865168539325843,5.0,2,0.8205714285714285,2,4.0,0.14171337069655723,2.0,61.9
0.6390773405698779,0.4,0.7724047796863331,0.36296121655074864,0.12359550561797754,2.0,1,0.7209999999999999,2,2.0,0.354683746997598,3.0,46.1
0.4287652645861601,0.6444444444444445,0.8915235250186706,0.565601791818932,0.2471910112359551,2.0,2,0.6227142857142858,0,4.0,0.0,2.0,66.2
0.6567164179104477,0.5555555555555556,0.8502613890963406,0.6442296357420724,0.5280898876404494,5.0,3,0.537857142857143,2,2.0,0.40272217774219377,3.0,50.6
0.7299864314789687,0.37777777777777777,0.9772218073188947,1.0,0.044943820224719114,3.0,2,0.5084285714285715,1,4.0,0.388310648518815,2.0,55.3
0.2496607869742198,0.3111111111111111,0.4292382374906649,0.8664387598726866,0.550561797752809,2.0,0,0.7229999999999999,0,3.0,0.23218574859887908,2.0,57.4
0.4979647218453188,0.26666666666666666,0.8696788648244957,0.9069904514912177,0.6404494382022472,3.0,3,0.3435714285714286,0,3.0,0.37149719775820655,3.0,65.0
0.3310719131614654,0.7555555555555555,0.8119865571321883,0.6042673582459037,0.34831460674157305,3.0,0,0.42271428571428576,2,3.0,0.7493995196156925,3.0,57.4
0.4952510176390773,0.15555555555555556,0.9906646751306944,0.7896970411411057,0.7865168539325843,3.0,2,0.9828571428571427,1,5.0,0.06805444355484387,3.0,66.8
0.2862957937584803,0.6666666666666667,0.5464899178491411,0.869267947660026,0.7191011235955056,5.0,3,0.5287142857142857,2,4.0,0.43154523618895113,3.0,70.0
0.43554952510176387,0.22222222222222224,0.7464525765496639,0.39926912648827073,0.0,5.0,2,0.4818571428571428,2,3.0,0.5972778222578062,5.0,33.0
0.5101763907734056,0.8,0.6562733383121733,0.8491099846752328,0.6629213483146067,3.0,2,0.516142857142857,0,1.0,0.06164931945556445,2.0,75.4
0.6282225237449117,0.5777777777777778,0.5575056011949215,0.6765295296475304,0.39325842696629215,4.0,1,0.6102857142857141,2,4.0,0.2514011208967174,4.0,58.0
0.6024423337856174,0.6888888888888889,1.0,0.5930684899210186,0.2247191011235955,1.0,1,0.4011428571428571,0,3.0,0.3827061649319456,3.0,57.6
0.2835820895522388,0.33333333333333337,0.5569454817027633,0.6148768124484263,0.43820224719101125,2.0,3,0.6658571428571427,0,4.0,0.18975180144115292,3.0,58.7
0.47737633961668424,0.5555555555555556,0.5761762509335324,0.7474949899799599,0.8651685393258427,2.0,0,0.4292857142857142,2,3.0,0.4931945556445156,4.0,67.8
0.39755766621438265,0.3111111111111111,0.7160733121347673,0.6699280914770718,0.6292134831460674,4.0,0,0.3409999999999999,2,3.0,0.19775820656525223,3.0,49.1
0.0746268656716418,0.3111111111111111,0.7044436146377895,0.6307909937522104,0.9213483146067416,4.0,3,0.7588571428571429,0,4.0,0.2994395516413131,4.0,65.3
0.7435549525101764,0.6222222222222222,1.0,0.6675704349876223,0.3820224719101124,2.0,2,0.7832857142857141,0,4.0,0.5316253002401922,3.0,64.6
0.47737633961668424,0.35555555555555557,0.8683719193427932,0.7307556289048686,0.15730337078651685,2.0,2,0.21328571428571425,2,4.0,0.6805444355484387,2.0,50.6
0.3717774762550882,0.22222222222222224,0.7740851381628082,0.6270187433690911,0.5168539325842697,3.0,2,0.32457142857142857,1,3.0,0.4323458767013611,3.0,49.5
0.3907734056987788,0.33333333333333337,0.7938760268857354,0.7559825533419781,0.6629213483146067,3.0,0,0.3684285714285714,1,3.0,0.4651721377101681,3.0,59.9
0.2700135685210312,0.5333333333333333,0.19436146377893948,0.5215136154662265,0.47191011235955066,3.0,0,0.41071428571428575,0,3.0,0.4051240992794235,1.0,53.6
0.587516960651289,0.5333333333333333,0.6801717699775953,0.7465519273841802,0.35955056179775285,5.0,1,0.7477142857142858,1,4.0,0.5404323458767013,1.0,55.4
0.47737633961668424,0.4444444444444445,0.49925317401045577,0.6238359071083344,0.1460674157303371,3.0153166421207658,0,0.9554285714285713,2,3.0,0.4947958366693354,5.0,47.1
0.5848032564450474,0.4,0.946788648244959,0.4341624425321231,0.1460674157303371,4.0,3,0.45342857142857146,2,2.0,0.6661329063250601,5.0,45.2
0.8154681139755766,0.5777777777777778,0.9045929798356982,0.4718849463633149,0.7078651685393258,2.0,1,0.6278571428571429,2,2.0,0.39151321056845473,3.0,67.3
0.6350067842605155,0.4222222222222222,0.6615011202389844,0.6142873983260639,0.1910112359550562,3.0,0,0.508142857142857,1,3.0,0.0,1.0,64.0
0.5440976933514247,0.08888888888888889,0.6883868558625841,0.788518212896381,0.3370786516853933,3.0,2,0.7609999999999999,1,3.0,0.610888710968775,3.0,58.6
0.6255088195386703,0.6444444444444445,0.7023898431665423,0.6999882117175528,0.40449438202247195,3.0,2,0.4954285714285715,1,2.0,0.5788630904723779,5.0,53.8
0.8344640434192673,0.0,0.8108663181478717,0.39655782152540375,0.3820224719101124,3.0,2,0.6187142857142858,2,3.0,0.5756605284227382,3.0,55.6
0.7028493894165535,0.888888888888889,0.7712845407020164,0.427678887186137,0.42696629213483145,5.0,3,0.7068571428571429,0,1.0,0.5708566853482786,4.0,51.5
0.35142469470827675,0.6666666666666667,0.7793129200896192,0.8298950842862194,0.8426966292134831,3.0,1,0.307,2,4.0,0.4835868694955965,2.999558173784978,76.8
0.2632293080054274,0.5333333333333333,0.8050784167289022,0.28728044323942004,0.5842696629213483,3.0,1,0.29642857142857143,1,5.0,0.5804643714971978,3.0,53.9
0.2198100407055631,0.26666666666666666,0.8633308439133682,0.5419073440999647,0.21348314606741575,4.0,2,0.8308571428571427,0,5.0,0.4053690080193757,4.0,46.5
0.3202170963364993,0.15555555555555556,0.8625840179238238,0.4936932688907226,0.35955056179775285,4.0,1,0.5937142857142856,1,3.0,0.4053690080193757,1.0,48.7
0.7381275440976933,1.0,0.6079163554891711,0.8025462690086055,0.4452797405305224,1.0,1,0.542172480538607,2,3.0,0.0,2.0,79.0
0.6132971506105833,0.48888888888888893,1.0,0.3159259695862313,0.5842696629213483,4.0,0,0.5642857142857143,0,5.0,0.5228182546036829,2.0,64.2
0.023066485753052916,0.4,1.0,0.7371213014263822,0.5617977528089887,2.0,0,0.7367142857142857,2,2.0,0.27942353883106485,3.0,56.2
0.36227951153324284,0.33333333333333337,0.9236370425690814,0.8369680537545681,0.202247191011236,3.0,0,0.5515714285714286,2,3.0,0.6709367493995196,5.0,48.9
0.4966078697421981,0.13333333333333333,0.5679611650485437,0.60886478840033,0.21348314606741575,5.0,3,0.7844285714285713,1,4.0,0.3090472377902322,3.0,43.0
0.09905020352781546,0.6,0.5390216579536968,0.6440779853044043,0.41573033707865165,3.0,2,0.41685714285714287,2,4.0,0.5940752602081665,3.0,51.2
0.6200814111261872,0.48888888888888893,0.7160733121347673,0.6725215136154662,0.7078651685393258,3.0,2,0.5867142857142855,2,3.2459499263622975,0.24259407526020815,4.0,72.6
0.796472184531886,0.5777777777777778,0.6221060492905155,0.7849817281622069,0.4452797405305224,3.0,2,0.5731428571428572,1,3.0,0.533226581265012,4.0,82.4
0.8561736770691993,0.6666666666666667,0.6837191934279314,0.464222562772604,0.7640449438202248,3.0,2,0.7288571428571426,2,4.0,0.37469975980784626,2.0,65.7
0.31207598371777473,0.8666666666666667,0.7160733121347673,0.5786867853353768,0.26966292134831465,3.0153166421207658,1,0.3762857142857143,2,5.0,0.7510008006405124,3.0,58.5
0.5223880597014925,0.5111111111111112,0.7160733121347673,0.8975598255334198,0.6629213483146067,4.0,3,0.4271428571428571,0,3.0,0.8462770216172938,3.0,75.5
0.07869742198100406,0.3111111111111111,0.8392457057505602,0.6337380643640222,0.8089887640449438,5.0,2,0.5959999999999999,2,3.2459499263622975,0.7814251401120896,2.0,55.1
0.5413839891451832,0.5777777777777778,0.746825989544436,0.5344807261581987,0.44943820224719105,2.0,1,0.38971428571428574,2,3.0,0.022417934347477984,1.0,51.6
0.3731343283582089,0.4444444444444445,0.6222927557879014,1.0,0.9887640449438202,3.0,2,0.6321428571428571,0,3.2459499263622975,0.5396317053642914,5.0,86.4
0.3229308005427408,0.6222222222222222,0.8254294249439882,0.8652599316279617,0.6741573033707865,4.0,1,0.7672857142857141,2,3.0,0.2930344275420336,5.0,65.4
0.5997286295793758,0.06666666666666667,0.679798356982823,0.40952493221737596,0.32584269662921356,4.0,3,0.641,0,2.0,0.7021617293835067,2.0,49.4
0.5888738127544098,0.4444444444444445,0.8539955190440629,0.503713308970883,0.6067415730337079,3.0,3,0.7298571428571428,0,4.0,0.811048839071257,3.0,64.3
0.4138398914518317,0.5777777777777778,0.6376026885735624,0.6673346693386774,0.30337078651685395,5.0,2,0.7804285714285712,0,3.0,0.39871897518014415,3.0,57.3
0.6580732700135684,0.5777777777777778,0.8332710978342044,0.9114699988211716,0.0,5.0,3,0.542172480538607,0,2.0,0.621297037630104,3.0,39.6
0.4626865671641791,0.5111111111111112,0.6288274831964153,0.6910291170576448,0.03370786516853934,1.0,3,0.42171428571428576,0,2.0,0.477181745396317,3.0,45.4
0.6770691994572592,0.4,0.5097087378640777,0.3640221619710008,0.39325842696629215,3.0,3,0.732142857142857,2,3.0,0.01200960768614892,4.0,44.5
0.208955223880597,0.044444444444444446,0.6426437640029874,0.9232582812684191,0.4452797405305224,2.0,0,0.3429999999999999,0,3.2459499263622975,0.8598879103282626,3.0,59.3
0.5902306648575304,0.6222222222222222,0.8091859596713966,0.8567723682659436,0.8089887640449438,2.0,1,0.3001428571428571,2,2.0,0.6805444355484387,3.0,76.0
0.3039348710990502,0.48888888888888893,0.18801344286781174,0.8586584934575032,0.6179775280898877,3.0153166421207658,1,0.6004285714285713,0,4.0,0.37710168134507605,2.0,61.7
0.3921302578018996,0.4666666666666667,0.7931292008961912,0.42520334787221503,0.7303370786516854,3.0153166421207658,2,0.3941428571428572,2,4.0,0.5964771817453963,5.0,54.5
0.09497964721845317,0.5333333333333333,0.4652725914861837,0.6620299422374161,0.11235955056179776,5.0,2,0.69,2,2.0,0.38110488390712566,3.0,39.4
0.4721845318860244,0.13333333333333333,0.8620238984316655,0.6423435105505128,0.6853932584269663,3.0,2,0.7622857142857142,0,2.0,0.5340272217774219,3.0,64.0
0.23473541383989144,0.3111111111111111,0.684839432412248,0.5620653070847578,0.08988764044943819,2.0,0,0.8521428571428571,0,2.0,0.6116893514811849,2.999558173784978,51.9
0.4708276797829037,0.7333333333333334,0.6051157580283792,0.7370034186019097,0.42696629213483145,5.0,3,0.6307142857142858,2,5.0,0.522017614091273,1.0,53.9
0.5915875169606513,0.48888888888888893,0.8588498879761015,0.36508310739125316,0.42696629213483145,3.0,0,0.5017142857142858,1,3.0,0.5812650120096077,1.0,61.9
0.36906377204884666,0.17777777777777778,0.8164675130694548,0.5160910055404928,0.42696629213483145,3.0,0,0.455,0,4.0,0.3931144915932746,1.0,54.6
0.4952510176390773,0.4222222222222222,0.6943614637789395,0.6440779853044043,0.21348314606741575,3.0,1,0.651142857142857,2,3.0,0.4267413931144916,3.0,52.2
0.17096336499321574,0.37777777777777777,1.0,0.5441471177649416,0.31460674157303375,4.0,3,0.8175714285714286,2,1.0,0.711769415532426,2.0,48.3
0.2618724559023066,0.48888888888888893,1.0,0.8216432865731464,0.40449438202247195,3.0,2,0.728142857142857,0,4.0,0.0,2.0,54.0
0.4287652645861601,0.48888888888888893,0.8943241224794622,0.7889897441942708,0.3707865168539326,5.0,2,0.6251428571428572,1,5.0,0.66693354683747,3.0,60.8
0.4694708276797829,0.4666666666666667,0.7160733121347673,0.42980077802664163,0.2247191011235955,2.0,0,0.3722857142857143,1,4.0,0.39551641313050445,3.0,50.1
0.3717774762550882,0.5555555555555556,0.6499253174010455,0.6440779853044043,0.6179775280898877,3.0,1,0.6705714285714284,1,3.0,0.33306645316253003,2.0,64.1
0.5047489823609227,0.3111111111111111,0.9650858849887975,0.6861959212542732,0.42696629213483145,5.0,3,0.6521428571428571,0,3.0,0.955164131305044,1.0,63.1
0.8426051560379918,0.2888888888888889,0.5832710978342048,0.4841447601084522,0.0,2.0,2,0.30571428571428566,2,3.0,0.38030424339471575,4.0,45.6
0.7937584803256444,0.33333333333333337,0.45052277819268105,0.6440779853044043,0.5842696629213483,4.0,2,0.7187142857142856,1,4.0,0.4867894315452362,2.0,66.6
0.4640434192672998,0.33333333333333337,1.0,0.9498997995991985,0.3820224719101124,4.0,1,0.8105714285714285,1,3.2459499263622975,0.5044035228182546,3.0,66.5
0.6960651289009497,0.0,1.0,0.8475775079570906,0.4452797405305224,3.0,0,0.5012857142857143,0,4.0,0.13690952762209768,3.0,64.9
